locationID,hour,dayofweek,is_weekend,lag_1,lag_2,city,demand
Arekere 1st Block,22,0,0,1.0,1.0,1,1
Arekere 2nd Stage,21,0,0,1.0,1.0,1,1
Arekere 3rd Block,9,5,1,1.0,1.0,1,1
Arekere 3rd Block,21,5,1,1.0,1.0,1,1
Arekere 4th Stage,17,0,0,1.0,1.0,1,1
Arekere Alcove,17,1,0,1.0,1.0,1,1
Arekere Alcove,22,2,0,1.0,1.0,1,1
Arekere Circle,10,1,0,1.0,1.0,1,1
Arekere Circle,17,1,0,1.0,1.0,1,1
Arekere Complex,10,0,0,1.0,1.0,1,1
Arekere Complex,20,2,0,1.0,1.0,1,1
Arekere Complex,22,5,1,1.0,1.0,1,1
Arekere Cut,21,4,0,1.0,1.0,1,1
Arekere Cutting,23,0,0,1.0,1.0,1,1
Arekere Dam,21,0,0,1.0,1.0,1,1
Arekere Estate,21,1,0,1.0,1.0,1,1
Arekere Harbor,20,4,0,1.0,1.0,1,1
Arekere Landing,10,6,1,1.0,1.0,1,1
Arekere Landing,18,4,0,1.0,1.0,1,1
Arekere Landing,19,1,0,1.0,1.0,1,1
Arekere Pointe,23,1,0,1.0,1.0,1,1
Arekere Quadrant,21,0,0,1.0,1.0,1,1
Arekere Ridge,9,5,1,1.0,1.0,1,1
Arekere Run,9,3,0,1.0,1.0,1,1
Arekere Run,10,0,0,1.0,1.0,1,1
Arekere Run,14,4,0,1.0,1.0,1,1
Arekere Run,22,4,0,1.0,1.0,1,1
Arekere Sector,16,5,1,1.0,1.0,1,1
Arekere Station,4,6,1,1.0,1.0,1,1
Arekere Station,22,3,0,1.0,1.0,1,1
Arekere Station,23,0,0,1.0,1.0,1,1
Arekere Summit,23,3,0,2.0,1.0,1,1
Arekere Terrace,11,3,0,1.0,1.0,1,1
Arekere Trail,22,1,0,1.0,1.0,1,1
Arekere Village,18,5,1,1.0,1.0,1,1
Arekere Village,20,2,0,1.0,1.0,1,1
Arekere Village,23,6,1,1.0,1.0,1,1
Arekere Zone,23,0,0,1.0,1.0,1,1
Ashok Nagar 3rd Stage,23,2,0,1.0,1.0,1,1
Ashok Nagar 3rd Stage,23,5,1,1.0,1.0,1,1
Ashok Nagar 4th Stage,6,2,0,1.0,1.0,1,1
Ashok Nagar 4th Stage,17,1,0,1.0,1.0,1,1
Ashok Nagar 5th Block,15,0,0,1.0,1.0,1,1
Ashok Nagar 5th Block,23,6,1,1.0,1.0,1,1
Ashok Nagar 6th Block,18,5,1,1.0,1.0,1,1
Ashok Nagar Boulevard,10,4,0,1.0,1.0,1,1
Ashok Nagar Boulevard,20,2,0,1.0,1.0,1,1
Ashok Nagar Boulevard,23,0,0,1.0,1.0,1,1
Ashok Nagar Colony,19,1,0,1.0,1.0,1,1
Ashok Nagar Complex,13,5,1,1.0,1.0,1,1
Ashok Nagar Cross,16,0,0,1.0,1.0,1,1
Ashok Nagar Depot,14,6,1,1.0,1.0,1,1
Ashok Nagar Extension,17,6,1,1.0,1.0,1,1
Ashok Nagar Farms,17,4,0,1.0,1.0,1,1
Ashok Nagar Fields,21,3,0,1.0,1.0,1,1
Ashok Nagar Harbor,22,3,0,1.0,1.0,1,1
Ashok Nagar Landing,21,0,0,1.0,1.0,1,1
Ashok Nagar Layout,23,0,0,1.0,1.0,1,1
Ashok Nagar Nagar,12,5,1,1.0,1.0,1,1
Ashok Nagar Nagar,13,6,1,1.0,1.0,1,1
Ashok Nagar Nagar,14,2,0,1.0,1.0,1,1
Ashok Nagar Park,15,1,0,1.0,1.0,1,1
Ashok Nagar Park,16,0,0,1.0,1.0,1,1
Ashok Nagar Passage,15,0,0,1.0,1.0,1,1
Ashok Nagar Pier,8,6,1,1.0,1.0,1,1
Ashok Nagar Plaza,15,0,0,1.0,1.0,1,1
Ashok Nagar Plaza,17,1,0,1.0,1.0,1,1
Ashok Nagar Quarry,9,3,0,1.0,1.0,1,1
Ashok Nagar Ridge,16,5,1,1.0,1.0,1,1
Ashok Nagar Side,22,6,1,1.0,1.0,1,1
Ashok Nagar Valley,14,1,0,1.0,1.0,1,1
Ashok Nagar Valley,15,3,0,1.0,1.0,1,1
Ashok Nagar Valley,17,5,1,1.0,1.0,1,1
Ashok Nagar Village,14,6,1,1.0,1.0,1,1
Attibele 4th Stage,20,6,1,1.0,1.0,1,1
Attibele 4th Stage,22,0,0,1.0,1.0,1,1
Attibele 5th Block,23,5,1,1.0,1.0,1,1
Attibele Arc,16,4,0,1.0,1.0,1,1
Attibele Arc,21,0,0,1.0,1.0,1,1
Attibele Commons,8,0,0,1.0,1.0,1,1
Attibele Cut,20,6,1,1.0,1.0,1,1
Attibele Cutting,13,4,0,1.0,1.0,1,1
Attibele Cutting,17,1,0,1.0,1.0,1,1
Attibele Dam,23,5,1,2.0,1.0,1,1
Attibele Esplanade,20,6,1,1.0,1.0,1,1
Attibele Estate,12,1,0,1.0,1.0,1,1
Attibele Estate,13,5,1,1.0,1.0,1,1
Attibele Estate,21,3,0,1.0,1.0,1,1
Attibele Estate,21,4,0,1.0,1.0,1,1
Attibele Fork,15,1,0,1.0,1.0,1,1
Attibele Hills,18,4,0,1.0,1.0,1,1
Attibele Hills,19,3,0,1.0,1.0,1,1
Attibele Loop,5,6,1,1.0,1.0,1,1
Attibele Loop,13,5,1,1.0,1.0,1,1
Attibele Meadows,15,4,0,1.0,1.0,1,1
Attibele Meadows,17,5,1,1.0,1.0,1,1
Attibele Meadows,18,3,0,1.0,1.0,1,1
Attibele Nagar,16,2,0,1.0,1.0,1,1
Attibele Nagar,19,5,1,1.0,1.0,1,1
Attibele Nagar,23,3,0,1.0,1.0,1,1
Attibele Pass,12,0,0,1.0,1.0,1,1
Attibele Plaza,23,5,1,1.0,1.0,1,1
Attibele Quarters,21,4,0,1.0,1.0,1,1
Attibele Road,17,1,0,1.0,1.0,1,1
Attibele Road,18,4,0,1.0,1.0,1,1
Attibele Square,20,1,0,1.0,1.0,1,1
Attibele Square,22,1,0,1.0,1.0,1,1
Attibele Station,13,1,0,1.0,1.0,1,1
Attibele Station,15,5,1,1.0,1.0,1,1
Attibele Terrace,22,1,0,1.0,1.0,1,1
Attibele Township,15,6,1,1.0,1.0,1,1
Attibele View,17,0,0,1.0,1.0,1,1
Attibele Vista,18,6,1,1.0,1.0,1,1
Attibele Vista,20,0,0,1.0,1.0,1,1
Attibele Vista,20,3,0,1.0,1.0,1,1
Attibele Works,11,0,0,1.0,1.0,1,1
Attibele Works,15,3,0,1.0,1.0,1,1
Avalahalli 1st Stage,13,3,0,1.0,1.0,1,1
Avalahalli 1st Stage,23,5,1,1.0,1.0,1,1
Avalahalli 4th Block,14,2,0,1.0,1.0,1,1
Avalahalli 4th Block,19,1,0,1.0,1.0,1,1
Avalahalli 6th Stage,21,0,0,1.0,1.0,1,1
Avalahalli Commons,11,6,1,1.0,1.0,1,1
Avalahalli Court,19,2,0,1.0,1.0,1,1
Avalahalli Dam,10,4,0,1.0,1.0,1,1
Avalahalli Enclave,18,2,0,1.0,1.0,1,1
Avalahalli Extension,19,4,0,1.0,1.0,1,1
Avalahalli Fields,6,3,0,1.0,1.0,1,1
Avalahalli Fields,21,4,0,1.0,1.0,1,1
Avalahalli Grove,21,0,0,1.0,1.0,1,1
Avalahalli Landing,18,2,0,1.0,1.0,1,1
Avalahalli Lane,19,4,0,1.0,1.0,1,1
Avalahalli Mews,3,3,0,1.0,1.0,1,1
Avalahalli Mews,9,0,0,1.0,1.0,1,2
Avalahalli Mews,10,3,0,2.0,1.0,1,1
Avalahalli Pier,16,0,0,1.0,1.0,1,1
Avalahalli Pointe,8,6,1,1.0,1.0,1,1
Avalahalli Promenade,19,0,0,1.0,1.0,1,1
Avalahalli Promenade,23,4,0,1.0,1.0,1,1
Avalahalli Quadrant,13,3,0,1.0,1.0,1,1
Avalahalli Quadrant,17,0,0,1.0,1.0,1,1
Avalahalli Quadrant,22,3,0,1.0,1.0,1,1
Avalahalli Quay,14,2,0,1.0,1.0,1,1
Avalahalli Square,10,5,1,1.0,1.0,1,1
Avalahalli Square,19,1,0,1.0,1.0,1,1
Avalahalli Square,19,4,0,1.0,1.0,1,1
Avalahalli View,23,2,0,1.0,1.0,1,1
Avalahalli Works,4,3,0,1.0,1.0,1,1
Avalahalli Works,10,2,0,1.0,1.0,1,1
Avalahalli Yard,13,5,1,1.0,1.0,1,1
Avalahalli Yard,14,2,0,1.0,1.0,1,1
Avalahalli Yard,19,3,0,1.0,1.0,1,1
Avalahalli Zone,14,3,0,1.0,1.0,1,1
BTM 2nd Stage 2nd Block,4,3,0,1.0,1.0,1,1
BTM 2nd Stage 2nd Block,20,4,0,1.0,1.0,1,1
BTM 2nd Stage 2nd Stage,12,3,0,1.0,1.0,1,1
BTM 2nd Stage 6th Stage,22,6,1,1.0,1.0,1,1
BTM 2nd Stage Area,18,2,0,1.0,1.0,1,1
BTM 2nd Stage Bay,13,5,1,1.0,1.0,1,1
BTM 2nd Stage Commons,15,1,0,1.0,1.0,1,1
BTM 2nd Stage Commons,21,0,0,1.0,1.0,1,1
BTM 2nd Stage Complex,18,4,0,1.0,1.0,1,1
BTM 2nd Stage Cross,21,3,0,1.0,1.0,1,1
BTM 2nd Stage Cross,22,3,0,1.0,1.0,1,1
BTM 2nd Stage Depot,22,1,0,1.0,1.0,1,1
BTM 2nd Stage Depot,22,6,1,1.0,1.0,1,1
BTM 2nd Stage District,19,0,0,1.0,1.0,1,1
BTM 2nd Stage Enclave,7,5,1,1.0,1.0,1,1
BTM 2nd Stage Esplanade,12,1,0,1.0,1.0,1,1
BTM 2nd Stage Grove,18,6,1,1.0,1.0,1,1
BTM 2nd Stage Grove,23,3,0,1.0,1.0,1,1
BTM 2nd Stage Loop,20,1,0,1.0,1.0,1,1
BTM 2nd Stage Meadows,21,2,0,1.0,1.0,1,1
BTM 2nd Stage Plaza,23,2,0,1.0,1.0,1,1
BTM 2nd Stage Promenade,15,1,0,1.0,1.0,1,1
BTM 2nd Stage Promenade,22,5,1,1.0,1.0,1,1
BTM 2nd Stage Quarters,7,5,1,1.0,1.0,1,1
BTM 2nd Stage Quarters,21,1,0,1.0,1.0,1,1
BTM 2nd Stage Quay,19,2,0,1.0,1.0,1,1
BTM 2nd Stage Sector,6,2,0,1.0,1.0,1,1
BTM 2nd Stage Sector,16,5,1,1.0,1.0,1,1
BTM 2nd Stage Square,10,0,0,1.0,1.0,1,1
BTM 2nd Stage Square,17,4,0,1.0,1.0,1,1
BTM 2nd Stage Trail,17,5,1,1.0,1.0,1,1
BTM Layout 1st Stage,13,3,0,1.0,1.0,1,1
BTM Layout 3rd Block,22,2,0,1.0,1.0,1,1
BTM Layout 3rd Stage,21,0,0,1.0,1.0,1,1
BTM Layout 4th Block,15,1,0,1.0,1.0,1,1
BTM Layout 4th Block,18,4,0,1.0,1.0,1,1
BTM Layout Arc,22,3,0,1.0,1.0,1,1
BTM Layout Bridge,23,5,1,1.0,1.0,1,1
BTM Layout Colony,20,5,1,1.0,1.0,1,1
BTM Layout Complex,11,4,0,1.0,1.0,1,1
BTM Layout Heights,21,3,0,1.0,1.0,1,1
BTM Layout Landing,14,0,0,1.0,1.0,1,1
BTM Layout Landing,17,1,0,1.0,1.0,1,1
BTM Layout Loop,21,4,0,1.0,1.0,1,1
BTM Layout Nagar,22,6,1,1.0,1.0,1,1
BTM Layout Park,19,0,0,1.0,1.0,1,1
BTM Layout Pier,23,4,0,1.0,1.0,1,1
BTM Layout Plaza,22,0,0,1.0,1.0,1,1
BTM Layout Quadrant,23,1,0,1.0,1.0,1,1
BTM Layout Quarters,14,0,0,1.0,1.0,1,1
BTM Layout Quarters,21,6,1,1.0,1.0,1,1
BTM Layout Square,5,1,0,1.0,1.0,1,1
BTM Layout Square,6,0,0,1.0,1.0,1,1
BTM Layout Square,6,1,0,1.0,1.0,1,1
BTM Layout Square,17,4,0,1.0,1.0,1,1
BTM Layout Summit,22,5,1,1.0,1.0,1,1
BTM Layout Valley,15,1,0,1.0,1.0,1,1
BTM Layout Valley,20,4,0,1.0,1.0,1,1
BTM Layout Viewpoint,2,5,1,1.0,1.0,1,1
BTM Layout Viewpoint,10,6,1,1.0,1.0,1,1
BTM Layout Way,11,0,0,1.0,1.0,1,1
BTM Layout Way,12,6,1,1.0,1.0,1,1
BTM Layout Woods,18,2,0,1.0,1.0,1,1
BTM Layout Woods,20,5,1,1.0,1.0,1,1
Babusapalya 3rd Stage,20,4,0,1.0,1.0,1,1
Babusapalya 4th Block,18,3,0,1.0,1.0,1,1
Babusapalya 4th Stage,19,5,1,1.0,1.0,1,1
Babusapalya 5th Block,12,2,0,1.0,1.0,1,1
Babusapalya 6th Block,9,1,0,1.0,1.0,1,1
Babusapalya 6th Stage,10,1,0,1.0,1.0,1,1
Babusapalya 6th Stage,10,4,0,1.0,1.0,1,1
Babusapalya 6th Stage,15,3,0,1.0,1.0,1,1
Babusapalya Alley,15,4,0,1.0,1.0,1,1
Babusapalya Alley,18,1,0,1.0,1.0,1,1
Babusapalya Alley,20,1,0,1.0,1.0,1,1
Babusapalya Arc,23,4,0,1.0,1.0,1,1
Babusapalya Complex,21,5,1,1.0,1.0,1,1
Babusapalya Cove,14,2,0,1.0,1.0,1,1
Babusapalya Cut,19,0,0,1.0,1.0,1,1
Babusapalya Cut,20,4,0,1.0,1.0,1,1
Babusapalya Cutting,23,4,0,1.0,1.0,1,1
Babusapalya Depot,18,6,1,1.0,1.0,1,1
Babusapalya District,4,5,1,1.0,1.0,1,1
Babusapalya District,10,0,0,1.0,1.0,1,1
Babusapalya District,19,1,0,1.0,1.0,1,1
Babusapalya Estate,19,6,1,1.0,1.0,1,1
Babusapalya Estate,20,0,0,1.0,1.0,1,1
Babusapalya Estate,22,6,1,1.0,1.0,1,1
Babusapalya Fields,14,6,1,1.0,1.0,1,1
Babusapalya Fork,10,3,0,1.0,1.0,1,1
Babusapalya Fork,19,2,0,1.0,1.0,1,1
Babusapalya Fork,22,4,0,1.0,1.0,1,1
Babusapalya Fork,23,5,1,1.0,1.0,1,1
Babusapalya Landing,15,2,0,1.0,1.0,1,1
Babusapalya Landing,23,3,0,1.0,1.0,1,1
Babusapalya Loop,16,5,1,1.0,1.0,1,1
Babusapalya Quadrant,16,2,0,1.0,1.0,1,1
Babusapalya Quadrant,19,1,0,1.0,1.0,1,1
Babusapalya Quadrant,19,6,1,1.0,1.0,1,1
Babusapalya Quay,22,1,0,1.0,1.0,1,1
Babusapalya Sector,8,0,0,1.0,1.0,1,1
Babusapalya Sector,10,3,0,1.0,1.0,1,1
Babusapalya Square,16,6,1,1.0,1.0,1,1
Babusapalya Square,20,5,1,1.0,1.0,1,1
Babusapalya Station,19,2,0,1.0,1.0,1,1
Babusapalya Trail,10,2,0,1.0,1.0,1,1
Babusapalya Viewpoint,23,0,0,1.0,1.0,1,1
Babusapalya Way,7,5,1,1.0,1.0,1,1
Babusapalya Zone,11,0,0,1.0,1.0,1,1
Babusapalya Zone,18,1,0,1.0,1.0,1,1
Bagalur 2nd Block,15,0,0,1.0,1.0,1,1
Bagalur 3rd Stage,3,4,0,1.0,1.0,1,1
Bagalur 4th Block,13,1,0,1.0,1.0,1,1
Bagalur 6th Stage,19,2,0,1.0,1.0,1,1
Bagalur 6th Stage,21,3,0,1.0,1.0,1,1
Bagalur Bridge,5,4,0,1.0,1.0,1,1
Bagalur Bridge,6,4,0,1.0,1.0,1,1
Bagalur Bridge,23,5,1,1.0,1.0,1,1
Bagalur Colony,17,4,0,1.0,1.0,1,1
Bagalur Colony,19,1,0,1.0,1.0,1,1
Bagalur Complex,19,0,0,1.0,1.0,1,1
Bagalur Complex,23,3,0,1.0,1.0,1,1
Bagalur Crescent,9,2,0,1.0,1.0,1,1
Bagalur Crescent,20,2,0,1.0,1.0,1,1
Bagalur Dam,20,0,0,1.0,1.0,1,1
Bagalur Dam,23,1,0,1.0,1.0,1,1
Bagalur Drive,22,4,0,1.0,1.0,1,1
Bagalur Drive,23,6,1,1.0,1.0,1,1
Bagalur Farms,20,1,0,1.0,1.0,1,1
