locationID,locationName,hour,dayofweek,is_weekend,lag_1,lag_2,city,demand
4,Alphabet City,17,4,0,24.0,13.0,0,18
4,Alphabet City,18,3,0,18.0,24.0,0,13
4,Alphabet City,18,4,0,13.0,18.0,0,23
4,Alphabet City,19,3,0,23.0,13.0,0,18
4,Alphabet City,19,4,0,18.0,23.0,0,26
4,Alphabet City,20,3,0,26.0,18.0,0,20
4,Alphabet City,20,4,0,20.0,26.0,0,22
4,Alphabet City,21,3,0,22.0,20.0,0,13
4,Alphabet City,21,4,0,13.0,22.0,0,18
4,Alphabet City,22,3,0,18.0,13.0,0,14
4,Alphabet City,22,4,0,14.0,18.0,0,20
4,Alphabet City,23,3,0,20.0,14.0,0,18
4,Alphabet City,23,4,0,18.0,20.0,0,17
6,Arrochar/Fort Wadsworth,19,4,0,1.0,2.0,0,1
7,Astoria,0,5,1,15.0,54.0,0,18
7,Astoria,1,3,0,18.0,15.0,0,40
7,Astoria,1,4,0,40.0,18.0,0,7
7,Astoria,2,3,0,7.0,40.0,0,49
7,Astoria,2,4,0,49.0,7.0,0,7
7,Astoria,3,3,0,7.0,49.0,0,58
7,Astoria,3,4,0,58.0,7.0,0,1
7,Astoria,4,3,0,1.0,58.0,0,34
7,Astoria,4,4,0,34.0,1.0,0,9
7,Astoria,5,3,0,9.0,34.0,0,24
7,Astoria,5,4,0,24.0,9.0,0,4
7,Astoria,6,3,0,4.0,24.0,0,13
7,Astoria,6,4,0,13.0,4.0,0,3
7,Astoria,7,3,0,3.0,13.0,0,9
7,Astoria,7,4,0,9.0,3.0,0,4
7,Astoria,8,3,0,4.0,9.0,0,3
7,Astoria,8,4,0,3.0,4.0,0,10
7,Astoria,9,3,0,10.0,3.0,0,9
7,Astoria,9,4,0,9.0,10.0,0,15
7,Astoria,10,3,0,15.0,9.0,0,8
7,Astoria,10,4,0,8.0,15.0,0,13
7,Astoria,11,3,0,13.0,8.0,0,10
7,Astoria,11,4,0,10.0,13.0,0,10
7,Astoria,12,3,0,10.0,10.0,0,14
7,Astoria,12,4,0,14.0,10.0,0,5
7,Astoria,13,3,0,5.0,14.0,0,19
7,Astoria,13,4,0,19.0,5.0,0,10
7,Astoria,14,3,0,10.0,19.0,0,17
7,Astoria,14,4,0,17.0,10.0,0,12
7,Astoria,15,3,0,12.0,17.0,0,18
7,Astoria,15,4,0,18.0,12.0,0,10
7,Astoria,16,3,0,10.0,18.0,0,21
7,Astoria,16,4,0,21.0,10.0,0,19
7,Astoria,17,3,0,19.0,21.0,0,10
7,Astoria,17,4,0,10.0,19.0,0,9
7,Astoria,18,3,0,9.0,10.0,0,16
7,Astoria,18,4,0,16.0,9.0,0,17
7,Astoria,19,3,0,17.0,16.0,0,17
7,Astoria,19,4,0,17.0,17.0,0,20
7,Astoria,20,3,0,20.0,17.0,0,18
7,Astoria,20,4,0,18.0,20.0,0,15
7,Astoria,21,3,0,15.0,18.0,0,17
7,Astoria,21,4,0,17.0,15.0,0,23
7,Astoria,22,3,0,23.0,17.0,0,17
7,Astoria,22,4,0,17.0,23.0,0,21
7,Astoria,23,3,0,21.0,17.0,0,14
7,Astoria,23,4,0,14.0,21.0,0,23
8,Astoria Park,4,3,0,1.0,1.0,0,1
9,Auburndale,1,3,0,1.0,3.0,0,2
9,Auburndale,2,3,0,2.0,1.0,0,2
9,Auburndale,3,3,0,2.0,2.0,0,1
9,Auburndale,4,3,0,1.0,2.0,0,1
9,Auburndale,5,3,0,1.0,1.0,0,3
9,Auburndale,7,3,0,3.0,1.0,0,2
9,Auburndale,7,4,0,2.0,3.0,0,2
9,Auburndale,13,4,0,2.0,2.0,0,1
9,Auburndale,14,3,0,1.0,2.0,0,2
9,Auburndale,14,4,0,2.0,1.0,0,1
9,Auburndale,16,3,0,1.0,2.0,0,2
9,Auburndale,16,4,0,2.0,1.0,0,1
9,Auburndale,18,3,0,1.0,2.0,0,2
9,Auburndale,19,4,0,2.0,1.0,0,1
9,Auburndale,20,4,0,1.0,2.0,0,1
9,Auburndale,21,3,0,1.0,1.0,0,1
9,Auburndale,21,4,0,1.0,1.0,0,1
9,Auburndale,22,4,0,1.0,1.0,0,2
10,Baisley Park,6,3,0,2.0,2.0,0,1
10,Baisley Park,7,3,0,1.0,2.0,0,1
10,Baisley Park,8,4,0,1.0,1.0,0,2
10,Baisley Park,9,4,0,2.0,1.0,0,2
10,Baisley Park,10,4,0,2.0,2.0,0,1
10,Baisley Park,11,3,0,1.0,2.0,0,1
10,Baisley Park,12,3,0,1.0,1.0,0,1
10,Baisley Park,12,4,0,1.0,1.0,0,1
10,Baisley Park,13,3,0,1.0,1.0,0,2
10,Baisley Park,13,4,0,2.0,1.0,0,1
10,Baisley Park,14,3,0,1.0,2.0,0,1
10,Baisley Park,15,3,0,1.0,1.0,0,2
10,Baisley Park,15,4,0,2.0,1.0,0,3
10,Baisley Park,16,3,0,3.0,2.0,0,5
10,Baisley Park,16,4,0,5.0,3.0,0,3
10,Baisley Park,17,3,0,3.0,5.0,0,1
10,Baisley Park,17,4,0,1.0,3.0,0,3
10,Baisley Park,18,3,0,3.0,1.0,0,1
10,Baisley Park,18,4,0,1.0,3.0,0,2
10,Baisley Park,19,3,0,2.0,1.0,0,1
10,Baisley Park,19,4,0,1.0,2.0,0,1
10,Baisley Park,21,3,0,1.0,1.0,0,3
10,Baisley Park,21,4,0,3.0,1.0,0,1
10,Baisley Park,22,3,0,1.0,3.0,0,1
10,Baisley Park,22,4,0,1.0,1.0,0,1
10,Baisley Park,23,3,0,1.0,1.0,0,1
10,Baisley Park,23,4,0,1.0,1.0,0,1
11,Bath Beach,1,3,0,1.0,6.0,0,2
11,Bath Beach,1,4,0,2.0,1.0,0,1
11,Bath Beach,3,3,0,1.0,2.0,0,2
11,Bath Beach,5,3,0,2.0,1.0,0,3
11,Bath Beach,7,3,0,3.0,2.0,0,1
11,Bath Beach,8,3,0,1.0,3.0,0,1
11,Bath Beach,8,4,0,1.0,1.0,0,1
11,Bath Beach,9,4,0,1.0,1.0,0,1
11,Bath Beach,11,4,0,1.0,1.0,0,1
11,Bath Beach,12,3,0,1.0,1.0,0,1
11,Bath Beach,13,4,0,1.0,1.0,0,1
11,Bath Beach,15,3,0,1.0,1.0,0,2
11,Bath Beach,15,4,0,2.0,1.0,0,1
11,Bath Beach,17,4,0,1.0,2.0,0,1
11,Bath Beach,19,3,0,1.0,1.0,0,1
11,Bath Beach,19,4,0,1.0,1.0,0,1
11,Bath Beach,20,4,0,1.0,1.0,0,1
11,Bath Beach,21,3,0,1.0,1.0,0,4
11,Bath Beach,21,4,0,4.0,1.0,0,1
11,Bath Beach,23,3,0,1.0,4.0,0,1
12,Battery Park,12,4,0,1.0,1.0,0,1
12,Battery Park,13,4,0,1.0,1.0,0,1
12,Battery Park,15,3,0,1.0,1.0,0,4
12,Battery Park,15,4,0,4.0,1.0,0,4
12,Battery Park,16,4,0,4.0,4.0,0,6
12,Battery Park,17,4,0,6.0,4.0,0,3
12,Battery Park,18,4,0,3.0,6.0,0,1
12,Battery Park,21,4,0,1.0,3.0,0,1
13,Battery Park City,0,5,1,7.0,51.0,0,7
13,Battery Park City,1,3,0,7.0,7.0,0,14
13,Battery Park City,1,4,0,14.0,7.0,0,1
13,Battery Park City,2,3,0,1.0,14.0,0,23
13,Battery Park City,2,4,0,23.0,1.0,0,1
13,Battery Park City,3,3,0,1.0,23.0,0,23
13,Battery Park City,3,4,0,23.0,1.0,0,1
13,Battery Park City,4,3,0,1.0,23.0,0,6
13,Battery Park City,5,3,0,6.0,1.0,0,10
13,Battery Park City,5,4,0,10.0,6.0,0,7
13,Battery Park City,6,3,0,7.0,10.0,0,4
13,Battery Park City,6,4,0,4.0,7.0,0,3
13,Battery Park City,7,3,0,3.0,4.0,0,2
13,Battery Park City,7,4,0,2.0,3.0,0,4
13,Battery Park City,8,3,0,4.0,2.0,0,2
13,Battery Park City,8,4,0,2.0,4.0,0,8
13,Battery Park City,9,3,0,8.0,2.0,0,4
13,Battery Park City,9,4,0,4.0,8.0,0,10
13,Battery Park City,10,3,0,10.0,4.0,0,3
13,Battery Park City,10,4,0,3.0,10.0,0,17
13,Battery Park City,11,3,0,17.0,3.0,0,8
13,Battery Park City,11,4,0,8.0,17.0,0,24
13,Battery Park City,12,3,0,24.0,8.0,0,11
13,Battery Park City,12,4,0,11.0,24.0,0,24
13,Battery Park City,13,3,0,24.0,11.0,0,15
13,Battery Park City,13,4,0,15.0,24.0,0,24
13,Battery Park City,14,3,0,24.0,15.0,0,17
13,Battery Park City,14,4,0,17.0,24.0,0,19
13,Battery Park City,15,3,0,19.0,17.0,0,10
13,Battery Park City,15,4,0,10.0,19.0,0,26
13,Battery Park City,16,3,0,26.0,10.0,0,31
13,Battery Park City,16,4,0,31.0,26.0,0,33
13,Battery Park City,17,3,0,33.0,31.0,0,31
13,Battery Park City,17,4,0,31.0,33.0,0,34
13,Battery Park City,18,3,0,34.0,31.0,0,28
13,Battery Park City,18,4,0,28.0,34.0,0,50
13,Battery Park City,19,3,0,50.0,28.0,0,14
13,Battery Park City,19,4,0,14.0,50.0,0,45
13,Battery Park City,20,3,0,45.0,14.0,0,14
13,Battery Park City,20,4,0,14.0,45.0,0,44
13,Battery Park City,21,3,0,44.0,14.0,0,16
13,Battery Park City,21,4,0,16.0,44.0,0,24
13,Battery Park City,22,3,0,24.0,16.0,0,11
13,Battery Park City,22,4,0,11.0,24.0,0,19
13,Battery Park City,23,3,0,19.0,11.0,0,5
13,Battery Park City,23,4,0,5.0,19.0,0,5
14,Bay Ridge,0,5,1,8.0,21.0,0,11
14,Bay Ridge,1,3,0,11.0,8.0,0,13
14,Bay Ridge,1,4,0,13.0,11.0,0,3
14,Bay Ridge,2,3,0,3.0,13.0,0,32
14,Bay Ridge,2,4,0,32.0,3.0,0,1
14,Bay Ridge,3,3,0,1.0,32.0,0,30
14,Bay Ridge,4,3,0,30.0,1.0,0,15
14,Bay Ridge,4,4,0,15.0,30.0,0,2
14,Bay Ridge,5,3,0,2.0,15.0,0,3
14,Bay Ridge,5,4,0,3.0,2.0,0,5
14,Bay Ridge,6,3,0,5.0,3.0,0,2
14,Bay Ridge,6,4,0,2.0,5.0,0,2
14,Bay Ridge,7,3,0,2.0,2.0,0,1
14,Bay Ridge,7,4,0,1.0,2.0,0,1
14,Bay Ridge,8,3,0,1.0,1.0,0,2
14,Bay Ridge,8,4,0,2.0,1.0,0,7
14,Bay Ridge,9,3,0,7.0,2.0,0,4
14,Bay Ridge,9,4,0,4.0,7.0,0,4
14,Bay Ridge,10,3,0,4.0,4.0,0,4
14,Bay Ridge,10,4,0,4.0,4.0,0,7
14,Bay Ridge,11,3,0,7.0,4.0,0,3
14,Bay Ridge,11,4,0,3.0,7.0,0,6
14,Bay Ridge,12,3,0,6.0,3.0,0,4
14,Bay Ridge,12,4,0,4.0,6.0,0,5
14,Bay Ridge,13,3,0,5.0,4.0,0,4
14,Bay Ridge,13,4,0,4.0,5.0,0,5
14,Bay Ridge,14,3,0,5.0,4.0,0,7
14,Bay Ridge,14,4,0,7.0,5.0,0,7
14,Bay Ridge,15,3,0,7.0,7.0,0,1
14,Bay Ridge,15,4,0,1.0,7.0,0,2
14,Bay Ridge,16,3,0,2.0,1.0,0,8
14,Bay Ridge,16,4,0,8.0,2.0,0,4
14,Bay Ridge,17,3,0,4.0,8.0,0,3
14,Bay Ridge,17,4,0,3.0,4.0,0,3
14,Bay Ridge,18,3,0,3.0,3.0,0,5
14,Bay Ridge,18,4,0,5.0,3.0,0,7
14,Bay Ridge,19,3,0,7.0,5.0,0,6
14,Bay Ridge,19,4,0,6.0,7.0,0,3
14,Bay Ridge,20,3,0,3.0,6.0,0,5
14,Bay Ridge,20,4,0,5.0,3.0,0,7
14,Bay Ridge,21,3,0,7.0,5.0,0,10
14,Bay Ridge,21,4,0,10.0,7.0,0,3
14,Bay Ridge,22,3,0,3.0,10.0,0,5
14,Bay Ridge,22,4,0,5.0,3.0,0,14
14,Bay Ridge,23,3,0,14.0,5.0,0,6
14,Bay Ridge,23,4,0,6.0,14.0,0,7
15,Bay Terrace/Fort Totten,3,3,0,5.0,3.0,0,1
15,Bay Terrace/Fort Totten,6,3,0,1.0,5.0,0,1
15,Bay Terrace/Fort Totten,7,3,0,1.0,1.0,0,1
15,Bay Terrace/Fort Totten,9,4,0,1.0,1.0,0,2
15,Bay Terrace/Fort Totten,10,4,0,2.0,1.0,0,1
15,Bay Terrace/Fort Totten,11,3,0,1.0,2.0,0,1
15,Bay Terrace/Fort Totten,12,3,0,1.0,1.0,0,1
15,Bay Terrace/Fort Totten,14,3,0,1.0,1.0,0,1
15,Bay Terrace/Fort Totten,16,4,0,1.0,1.0,0,1
15,Bay Terrace/Fort Totten,17,4,0,1.0,1.0,0,1
15,Bay Terrace/Fort Totten,18,3,0,1.0,1.0,0,1
15,Bay Terrace/Fort Totten,18,4,0,1.0,1.0,0,1
15,Bay Terrace/Fort Totten,19,4,0,1.0,1.0,0,1
15,Bay Terrace/Fort Totten,20,4,0,1.0,1.0,0,2
15,Bay Terrace/Fort Totten,21,3,0,2.0,1.0,0,1
15,Bay Terrace/Fort Totten,21,4,0,1.0,2.0,0,1
15,Bay Terrace/Fort Totten,22,4,0,1.0,1.0,0,1
15,Bay Terrace/Fort Totten,23,4,0,1.0,1.0,0,1
16,Bayside,0,5,1,1.0,4.0,0,2
16,Bayside,1,3,0,2.0,1.0,0,3
16,Bayside,1,4,0,3.0,2.0,0,1
16,Bayside,2,3,0,1.0,3.0,0,10
16,Bayside,3,3,0,10.0,1.0,0,4
16,Bayside,3,4,0,4.0,10.0,0,1
16,Bayside,4,3,0,1.0,4.0,0,4
16,Bayside,5,3,0,4.0,1.0,0,3
16,Bayside,5,4,0,3.0,4.0,0,1
16,Bayside,7,4,0,1.0,3.0,0,1
16,Bayside,8,4,0,1.0,1.0,0,1
16,Bayside,11,4,0,1.0,1.0,0,2
16,Bayside,12,3,0,2.0,1.0,0,1
16,Bayside,13,3,0,1.0,2.0,0,2
16,Bayside,14,3,0,2.0,1.0,0,1
16,Bayside,14,4,0,1.0,2.0,0,1
16,Bayside,15,4,0,1.0,1.0,0,2
16,Bayside,16,3,0,2.0,1.0,0,1
16,Bayside,17,3,0,1.0,2.0,0,2
16,Bayside,17,4,0,2.0,1.0,0,1
16,Bayside,18,3,0,1.0,2.0,0,4
16,Bayside,19,3,0,4.0,1.0,0,2
16,Bayside,19,4,0,2.0,4.0,0,2
16,Bayside,20,3,0,2.0,2.0,0,1
16,Bayside,20,4,0,1.0,2.0,0,3
16,Bayside,21,3,0,3.0,1.0,0,2
16,Bayside,21,4,0,2.0,3.0,0,2
16,Bayside,22,3,0,2.0,2.0,0,1
16,Bayside,23,3,0,1.0,2.0,0,1
16,Bayside,23,4,0,1.0,1.0,0,6
17,Bedford,0,5,1,13.0,44.0,0,17
17,Bedford,1,3,0,17.0,13.0,0,45
17,Bedford,1,4,0,45.0,17.0,0,6
17,Bedford,2,3,0,6.0,45.0,0,68
17,Bedford,2,4,0,68.0,6.0,0,5
17,Bedford,3,3,0,5.0,68.0,0,83
17,Bedford,3,4,0,83.0,5.0,0,3
17,Bedford,4,3,0,3.0,83.0,0,43
17,Bedford,4,4,0,43.0,3.0,0,5
17,Bedford,5,3,0,5.0,43.0,0,24
17,Bedford,5,4,0,24.0,5.0,0,5
17,Bedford,6,3,0,5.0,24.0,0,14
17,Bedford,6,4,0,14.0,5.0,0,9
17,Bedford,7,3,0,9.0,14.0,0,4
17,Bedford,7,4,0,4.0,9.0,0,7
17,Bedford,8,3,0,7.0,4.0,0,6
17,Bedford,8,4,0,6.0,7.0,0,14
17,Bedford,9,3,0,14.0,6.0,0,5
17,Bedford,9,4,0,5.0,14.0,0,15
17,Bedford,10,3,0,15.0,5.0,0,4
17,Bedford,10,4,0,4.0,15.0,0,13
17,Bedford,11,3,0,13.0,4.0,0,7
17,Bedford,11,4,0,7.0,13.0,0,15
17,Bedford,12,3,0,15.0,7.0,0,5
17,Bedford,12,4,0,5.0,15.0,0,11
17,Bedford,13,3,0,11.0,5.0,0,7
17,Bedford,13,4,0,7.0,11.0,0,11
17,Bedford,14,3,0,11.0,7.0,0,15
17,Bedford,14,4,0,15.0,11.0,0,10
17,Bedford,15,3,0,10.0,15.0,0,15
17,Bedford,15,4,0,15.0,10.0,0,10
17,Bedford,16,3,0,10.0,15.0,0,15
17,Bedford,16,4,0,15.0,10.0,0,10
17,Bedford,17,3,0,10.0,15.0,0,17
17,Bedford,17,4,0,17.0,10.0,0,11
17,Bedford,18,3,0,11.0,17.0,0,16
17,Bedford,18,4,0,16.0,11.0,0,19
17,Bedford,19,3,0,19.0,16.0,0,19
17,Bedford,19,4,0,19.0,19.0,0,12
17,Bedford,20,3,0,12.0,19.0,0,16
17,Bedford,20,4,0,16.0,12.0,0,24
17,Bedford,21,3,0,24.0,16.0,0,22
17,Bedford,21,4,0,22.0,24.0,0,25
17,Bedford,22,3,0,25.0,22.0,0,20
17,Bedford,22,4,0,20.0,25.0,0,30
17,Bedford,23,3,0,30.0,20.0,0,20
17,Bedford,23,4,0,20.0,30.0,0,27
18,Bedford Park,1,3,0,1.0,11.0,0,5
18,Bedford Park,2,3,0,5.0,1.0,0,7
18,Bedford Park,3,3,0,7.0,5.0,0,6
18,Bedford Park,3,4,0,6.0,7.0,0,1
18,Bedford Park,4,3,0,1.0,6.0,0,5
18,Bedford Park,5,3,0,5.0,1.0,0,1
18,Bedford Park,11,3,0,1.0,5.0,0,1
18,Bedford Park,13,4,0,1.0,1.0,0,1
18,Bedford Park,15,3,0,1.0,1.0,0,1
18,Bedford Park,16,4,0,1.0,1.0,0,1
18,Bedford Park,17,3,0,1.0,1.0,0,1
18,Bedford Park,17,4,0,1.0,1.0,0,2
18,Bedford Park,18,3,0,2.0,1.0,0,1
18,Bedford Park,18,4,0,1.0,2.0,0,1
18,Bedford Park,19,3,0,1.0,1.0,0,2
18,Bedford Park,19,4,0,2.0,1.0,0,1
18,Bedford Park,20,3,0,1.0,2.0,0,1
18,Bedford Park,20,4,0,1.0,1.0,0,2
18,Bedford Park,22,4,0,2.0,1.0,0,3
18,Bedford Park,23,3,0,3.0,2.0,0,1
19,Bellerose,2,3,0,2.0,1.0,0,1
19,Bellerose,3,3,0,1.0,2.0,0,3
19,Bellerose,5,3,0,3.0,1.0,0,2
19,Bellerose,6,3,0,2.0,3.0,0,1
19,Bellerose,8,4,0,1.0,2.0,0,1
19,Bellerose,11,3,0,1.0,1.0,0,2
19,Bellerose,15,4,0,2.0,1.0,0,2
19,Bellerose,17,3,0,2.0,2.0,0,2
19,Bellerose,18,3,0,2.0,2.0,0,1
19,Bellerose,21,4,0,1.0,2.0,0,1
19,Bellerose,22,3,0,1.0,1.0,0,1
19,Bellerose,22,4,0,1.0,1.0,0,1
20,Belmont,1,3,0,2.0,5.0,0,2
20,Belmont,2,3,0,2.0,2.0,0,3
20,Belmont,3,4,0,3.0,2.0,0,1
20,Belmont,4,3,0,1.0,3.0,0,2
20,Belmont,5,3,0,2.0,1.0,0,1
20,Belmont,6,3,0,1.0,2.0,0,1
20,Belmont,8,3,0,1.0,1.0,0,1
20,Belmont,9,3,0,1.0,1.0,0,2
20,Belmont,10,3,0,2.0,1.0,0,1
20,Belmont,10,4,0,1.0,2.0,0,2
20,Belmont,11,3,0,2.0,1.0,0,1
20,Belmont,11,4,0,1.0,2.0,0,1
20,Belmont,12,3,0,1.0,1.0,0,2
20,Belmont,12,4,0,2.0,1.0,0,1
20,Belmont,13,3,0,1.0,2.0,0,2
20,Belmont,14,3,0,2.0,1.0,0,1
20,Belmont,14,4,0,1.0,2.0,0,2
20,Belmont,15,3,0,2.0,1.0,0,1
20,Belmont,15,4,0,1.0,2.0,0,2
20,Belmont,16,3,0,2.0,1.0,0,2
20,Belmont,17,4,0,2.0,2.0,0,3
20,Belmont,18,4,0,3.0,2.0,0,3
20,Belmont,19,4,0,3.0,3.0,0,2
20,Belmont,20,4,0,2.0,3.0,0,1
20,Belmont,21,3,0,1.0,2.0,0,2
20,Belmont,21,4,0,2.0,1.0,0,4
20,Belmont,22,3,0,4.0,2.0,0,2
20,Belmont,22,4,0,2.0,4.0,0,7
20,Belmont,23,3,0,7.0,2.0,0,1
20,Belmont,23,4,0,1.0,7.0,0,2
21,Bensonhurst East,0,5,1,1.0,8.0,0,1
21,Bensonhurst East,1,3,0,1.0,1.0,0,3
21,Bensonhurst East,2,3,0,3.0,1.0,0,7
21,Bensonhurst East,3,3,0,7.0,3.0,0,5
21,Bensonhurst East,4,3,0,5.0,7.0,0,7
21,Bensonhurst East,5,3,0,7.0,5.0,0,1
21,Bensonhurst East,6,3,0,1.0,7.0,0,3
21,Bensonhurst East,7,3,0,3.0,1.0,0,1
21,Bensonhurst East,7,4,0,1.0,3.0,0,2
21,Bensonhurst East,8,4,0,2.0,1.0,0,4
21,Bensonhurst East,10,3,0,4.0,2.0,0,2
21,Bensonhurst East,10,4,0,2.0,4.0,0,2
21,Bensonhurst East,11,4,0,2.0,2.0,0,1
21,Bensonhurst East,13,4,0,1.0,2.0,0,2
21,Bensonhurst East,14,3,0,2.0,1.0,0,2
21,Bensonhurst East,14,4,0,2.0,2.0,0,1
21,Bensonhurst East,16,3,0,1.0,2.0,0,2
21,Bensonhurst East,16,4,0,2.0,1.0,0,1
21,Bensonhurst East,17,3,0,1.0,2.0,0,3
21,Bensonhurst East,17,4,0,3.0,1.0,0,1
21,Bensonhurst East,18,4,0,1.0,3.0,0,2
21,Bensonhurst East,19,3,0,2.0,1.0,0,2
21,Bensonhurst East,19,4,0,2.0,2.0,0,1
21,Bensonhurst East,20,3,0,1.0,2.0,0,5
21,Bensonhurst East,20,4,0,5.0,1.0,0,1
21,Bensonhurst East,21,3,0,1.0,5.0,0,1
21,Bensonhurst East,22,3,0,1.0,1.0,0,2
21,Bensonhurst East,23,4,0,2.0,1.0,0,1
22,Bensonhurst West,2,3,0,6.0,4.0,0,5
22,Bensonhurst West,3,3,0,5.0,6.0,0,9
22,Bensonhurst West,3,4,0,9.0,5.0,0,1
22,Bensonhurst West,4,3,0,1.0,9.0,0,7
22,Bensonhurst West,5,3,0,7.0,1.0,0,3
22,Bensonhurst West,6,3,0,3.0,7.0,0,3
22,Bensonhurst West,7,3,0,3.0,3.0,0,1
22,Bensonhurst West,8,4,0,1.0,3.0,0,1
22,Bensonhurst West,9,3,0,1.0,1.0,0,2
22,Bensonhurst West,10,4,0,2.0,1.0,0,1
22,Bensonhurst West,11,3,0,1.0,2.0,0,3
22,Bensonhurst West,11,4,0,3.0,1.0,0,1
22,Bensonhurst West,12,3,0,1.0,3.0,0,2
22,Bensonhurst West,12,4,0,2.0,1.0,0,2
22,Bensonhurst West,13,3,0,2.0,2.0,0,1
22,Bensonhurst West,13,4,0,1.0,2.0,0,5
22,Bensonhurst West,14,3,0,5.0,1.0,0,2
22,Bensonhurst West,14,4,0,2.0,5.0,0,1
22,Bensonhurst West,15,3,0,1.0,2.0,0,2
22,Bensonhurst West,15,4,0,2.0,1.0,0,2
22,Bensonhurst West,16,4,0,2.0,2.0,0,5
22,Bensonhurst West,17,3,0,5.0,2.0,0,3
22,Bensonhurst West,17,4,0,3.0,5.0,0,3
22,Bensonhurst West,18,3,0,3.0,3.0,0,1
22,Bensonhurst West,18,4,0,1.0,3.0,0,4
22,Bensonhurst West,19,3,0,4.0,1.0,0,2
22,Bensonhurst West,19,4,0,2.0,4.0,0,1
22,Bensonhurst West,20,3,0,1.0,2.0,0,1
22,Bensonhurst West,20,4,0,1.0,1.0,0,3
22,Bensonhurst West,21,3,0,3.0,1.0,0,1
22,Bensonhurst West,21,4,0,1.0,3.0,0,3
22,Bensonhurst West,22,3,0,3.0,1.0,0,1
22,Bensonhurst West,23,4,0,1.0,3.0,0,2
23,Bloomfield/Emerson Hill,5,3,0,2.0,2.0,0,1
23,Bloomfield/Emerson Hill,9,3,0,1.0,2.0,0,1
23,Bloomfield/Emerson Hill,14,3,0,1.0,1.0,0,1
23,Bloomfield/Emerson Hill,21,3,0,1.0,1.0,0,1
23,Bloomfield/Emerson Hill,21,4,0,1.0,1.0,0,1
24,Bloomingdale,0,5,1,4.0,16.0,0,1
24,Bloomingdale,1,3,0,1.0,4.0,0,3
24,Bloomingdale,2,3,0,3.0,1.0,0,3
24,Bloomingdale,2,4,0,3.0,3.0,0,1
24,Bloomingdale,3,3,0,1.0,3.0,0,5
24,Bloomingdale,3,4,0,5.0,1.0,0,1
24,Bloomingdale,4,3,0,1.0,5.0,0,3
24,Bloomingdale,4,4,0,3.0,1.0,0,2
24,Bloomingdale,5,3,0,2.0,3.0,0,3
24,Bloomingdale,5,4,0,3.0,2.0,0,2
24,Bloomingdale,6,3,0,2.0,3.0,0,3
24,Bloomingdale,6,4,0,3.0,2.0,0,1
24,Bloomingdale,7,4,0,1.0,3.0,0,3
24,Bloomingdale,8,3,0,3.0,1.0,0,1
